,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
5232,28000,28000, 60 months,14.47,658.36,C,C2,Pipefitters ,2 years,RENT,72000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,011xx,MA
5233,20000,20000, 36 months,11.8,662.38,B,B4,Care giver ,5 years,RENT,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,600xx,IL
5234,7500,7500, 36 months,18.94,274.7,D,D2,Mechanic,1 year,MORTGAGE,45000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,765xx,TX
5235,13600,13600, 36 months,16.91,484.27,D,D2,concierge manager,10+ years,MORTGAGE,50000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,782xx,TX
5236,25000,25000, 36 months,11.8,827.98,B,B4,Teacher,3 years,RENT,56000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,946xx,CA
5237,21000,21000, 36 months,19.92,779.58,D,D3,President,10+ years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,774xx,TX
5238,20000,20000, 60 months,22.35,556.37,D,D5,Assistant manager,10+ years,MORTGAGE,45000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,932xx,CA
5239,7000,7000, 36 months,23.4,272.43,E,E1,Sales Manager,4 years,MORTGAGE,102000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,048xx,ME
5240,25000,25000, 60 months,13.56,576.02,C,C1,Director of Marketing & Business Dev,5 years,RENT,135000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,232xx,VA
5241,10000,10000, 60 months,24.37,289.84,E,E2,warehouse manager,3 years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,other,Other,331xx,FL
5242,15000,15000, 60 months,10.72,324.05,B,B2,Executive Secretary,7 years,MORTGAGE,60000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,633xx,MO
5243,12000,12000, 60 months,13.56,276.49,C,C1,Executive Secretary,< 1 year,MORTGAGE,110000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,308xx,GA
5244,22400,22400, 36 months,19.92,831.56,D,D3,Durector of training and development,1 year,RENT,167000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,328xx,FL
5245,22100,22100, 60 months,15.02,525.99,C,C3,service manager ,2 years,RENT,110500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,019xx,MA
5246,10300,10300, 36 months,11.8,341.13,B,B4,Insurance specialist,6 years,RENT,22000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,377xx,TN
5247,12600,12600, 60 months,14.47,296.26,C,C2,Asst Vice President/Manager,4 years,MORTGAGE,93000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,029xx,RI
5248,15000,15000, 36 months,10.72,489.1,B,B2,Resolution Specialist,2 years,RENT,78000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,631xx,MO
5249,2500,2500, 36 months,12.98,84.22,B,B5,Resolution Specialist,2 years,OWN,84000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,606xx,IL
5250,20000,20000, 60 months,27.27,613.94,B,B5,Resolution Specialist,2 years,MORTGAGE,38000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,786xx,TX
5251,12000,12000, 36 months,15.02,416.11,C,C3,Administration ,1 year,MORTGAGE,45000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,838xx,ID
5252,10500,10500, 36 months,8.19,329.96,A,A4,Director of Payroll,10+ years,MORTGAGE,106000.0,Source Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,238xx,VA
5253,3000,3000, 36 months,11.31,98.66,B,B3,File clerk,10+ years,RENT,58000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,111xx,NY
5254,40000,40000, 60 months,16.91,992.17,C,C5,TEACHER/COACH,10+ years,MORTGAGE,53000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,799xx,TX
5255,30000,30000, 36 months,19.92,1113.69,C,C5,Co-President,7 years,MORTGAGE,106000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,456xx,OH
5256,20000,20000, 60 months,13.56,460.82,C,C1,Terminal Manager,10+ years,MORTGAGE,72000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,853xx,AZ
5257,20000,20000, 36 months,8.81,634.23,A,A5,health care aide,6 years,RENT,45000.0,Not Verified,Dec-18,Current,house,Home buying,124xx,NY
5258,40000,40000, 36 months,6.46,1225.24,A,A1,Management Consultant,2 years,MORTGAGE,186000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,064xx,CT
5259,10000,10000, 60 months,8.81,206.67,A,A5,Firefighter/Paramedic,6 years,MORTGAGE,85000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
5260,20000,20000, 36 months,8.81,634.23,A,A5,Team Lead,5 years,MORTGAGE,103000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,492xx,MI
5261,20000,20000, 60 months,11.8,442.88,B,B4,Team Lead,< 1 year,OWN,98000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,917xx,CA
5262,15000,15000, 36 months,15.02,520.13,C,C3,Truck driver ,2 years,RENT,80000.0,Source Verified,Dec-18,Current,other,Other,112xx,NY
5263,16000,16000, 60 months,17.97,406.04,D,D1,Security Guard,1 year,RENT,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,435xx,OH
5264,28000,28000, 60 months,22.35,778.92,D,D5,Storage Systems Engineer,3 years,RENT,192000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,952xx,CA
5265,13000,13000, 60 months,13.56,299.53,C,C1,Loan Administration Manager,10+ years,RENT,115000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,926xx,CA
5266,14400,14400, 36 months,16.91,512.76,C,C5,teacher,10+ years,MORTGAGE,52000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,560xx,MN
5267,6775,6775, 36 months,10.33,219.67,B,B1,teacher,1 year,RENT,15000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
5268,4000,4000, 36 months,8.81,126.85,A,A5,Mlt,10+ years,OWN,40000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,175xx,PA
5269,24000,24000, 60 months,13.56,552.98,A,A5,Bus operator ,10+ years,RENT,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
5270,30000,30000, 60 months,17.97,761.32,D,D1,Bus operator ,< 1 year,RENT,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,293xx,SC
5271,7000,7000, 36 months,19.92,259.86,D,D1,Registered nurse,6 years,RENT,130000.0,Not Verified,Dec-18,Current,other,Other,922xx,CA
5272,15000,15000, 36 months,15.02,520.13,C,C3,Dry Cleaners,5 years,RENT,86407.40846679515,Not Verified,Dec-18,Current,major_purchase,Major purchase,112xx,NY
5273,9000,9000, 36 months,23.4,350.27,E,E1,Office assistant ,2 years,RENT,41600.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
5274,15000,15000, 60 months,19.92,396.75,D,D3,BUTCHER,1 year,RENT,60000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
5275,21800,21800, 36 months,8.81,691.31,D,D3,Office Support Specialist II,10+ years,MORTGAGE,54000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,554xx,MN
5276,9000,9000, 36 months,7.02,277.98,A,A2,Sales,10+ years,RENT,55000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,752xx,TX
5277,11000,11000, 60 months,23.4,312.63,E,E1,Customer Specialist,10+ years,MORTGAGE,58500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,782xx,TX
5278,8000,8000, 36 months,15.02,277.41,C,C3,Resident,2 years,RENT,70000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,115xx,NY
5279,10000,10000, 36 months,11.8,331.19,B,B4,Parking cashier,5 years,RENT,33600.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,021xx,MA
5280,40000,40000, 60 months,8.19,814.7,A,A4,Management Analyst,7 years,MORTGAGE,124000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,207xx,MD
5281,6600,6600, 36 months,12.98,222.32,B,B5,Director,10+ years,MORTGAGE,137338.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,103xx,NY
5282,5200,5200, 36 months,17.97,187.92,D,D1,Customer Relations Advocate,5 years,OWN,35000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,322xx,FL
5283,4950,4950, 36 months,17.97,178.88,D,D1,Customer Relations Advocate,5 years,OWN,25000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,421xx,KY
5284,20000,20000, 60 months,13.56,460.82,C,C1,Sales Associate at the Giftshop,10+ years,OWN,49600.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,352xx,AL
5285,12000,12000, 36 months,8.81,380.54,A,A5,Salesman,5 years,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,740xx,OK
5286,15000,15000, 36 months,7.56,467.01,A,A3,Server/bartender,6 years,RENT,56000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,995xx,AK
5287,15400,15400, 60 months,10.33,329.72,A,A3,administrator,< 1 year,RENT,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,331xx,FL
5288,6000,6000, 36 months,10.72,195.64,B,B2,Controls Engeneer,2 years,RENT,88000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,850xx,AZ
5289,16000,16000, 60 months,11.8,354.3,B,B4,manager,8 years,RENT,146000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
5290,30000,30000, 36 months,15.02,1040.26,C,C3,Maintenance ,5 years,MORTGAGE,36000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
5291,36000,36000, 36 months,7.02,1111.91,C,C3,CPA,10+ years,MORTGAGE,125000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,060xx,CT
5292,5000,5000, 36 months,7.02,154.44,A,A2,Shift lead ,6 years,RENT,19200.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,130xx,NY
5293,4600,4600, 36 months,15.02,159.51,C,C3,Shift lead ,6 years,RENT,14808.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,028xx,RI
5294,15000,15000, 60 months,10.33,321.15,B,B1,Sales,10+ years,MORTGAGE,150000.0,Verified,Dec-18,Current,home_improvement,Home improvement,757xx,TX
5295,10000,10000, 36 months,11.31,328.86,B,B1,Sales,10+ years,RENT,54000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,445xx,OH
5296,1800,1800, 36 months,8.19,56.57,A,A4,manager,1 year,MORTGAGE,40000.0,Source Verified,Dec-18,Current,vacation,Vacation,322xx,FL
5297,32000,32000, 36 months,12.98,1077.9,B,B5,Store manager ,3 years,RENT,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,335xx,FL
5298,24000,24000, 60 months,14.47,564.31,C,C2,Store manager ,< 1 year,RENT,20000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,799xx,TX
5299,25000,25000, 36 months,6.46,765.77,A,A1,Director,8 years,MORTGAGE,265000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,547xx,WI
5300,8000,8000, 36 months,12.98,269.48,B,B5,Teacher,3 years,RENT,49500.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,064xx,CT
5301,21000,21000, 60 months,16.91,520.89,C,C5,Accounting,1 year,OWN,56000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
5302,30000,30000, 36 months,16.14,1056.79,C,C5,Fielod Engineer / Surveyor,10+ years,MORTGAGE,180000.0,Source Verified,Dec-18,Current,other,Other,307xx,GA
5303,40000,40000, 36 months,7.56,1245.36,A,A3,General Manager ,6 years,RENT,60000.0,Not Verified,Dec-18,Current,small_business,Business,916xx,CA
5304,9000,9000, 36 months,11.31,295.98,B,B3,Psychotherapist ,1 year,MORTGAGE,62000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,851xx,AZ
5305,6000,6000, 36 months,10.33,194.54,B,B1,Manager,10+ years,MORTGAGE,30000.0,Verified,Dec-18,Current,home_improvement,Home improvement,117xx,NY
5306,15000,15000, 60 months,27.27,460.46,E,E5,Office Manager,3 years,RENT,70000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,336xx,FL
5307,40000,40000, 36 months,11.8,1324.76,E,E5,Truck Driver ,10+ years,RENT,93500.0,Not Verified,Dec-18,Current,small_business,Business,900xx,CA
5308,15000,15000, 36 months,6.46,459.47,A,A1,Director,2 years,RENT,125000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
5309,20000,20000, 36 months,13.56,679.29,C,C1,Sales Manager,1 year,MORTGAGE,135000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,551xx,MN
5310,10000,10000, 36 months,8.19,314.25,A,A4,Aviation Interior Mechanic,9 years,RENT,47000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,370xx,TN
5311,8000,8000, 36 months,7.02,247.09,A,A2,Senior IS Manager,10+ years,RENT,120000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,040xx,ME
5312,13500,13500, 36 months,11.31,443.96,B,B3,Senior IS Manager,< 1 year,RENT,250000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,307xx,GA
5313,10500,10500, 36 months,8.19,329.96,A,A4,truck driver,5 years,MORTGAGE,65000.0,Not Verified,Dec-18,Current,vacation,Vacation,430xx,OH
5314,16000,16000, 36 months,14.47,550.51,C,C2,Employee,8 years,RENT,35000.0,Source Verified,Dec-18,Current,other,Other,967xx,HI
5315,32000,32000, 60 months,15.02,761.62,C,C3,Pharmacist,10+ years,MORTGAGE,138000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,675xx,KS
5316,10000,10000, 36 months,8.19,314.25,A,A4,Teacher,3 years,MORTGAGE,56000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,762xx,TX
5317,40000,40000, 36 months,7.56,1245.36,A,A4,Physician,1 year,MORTGAGE,250000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,801xx,CO
5318,12000,12000, 60 months,14.47,282.16,C,C2,Foreman Mechanical Insulator,10+ years,MORTGAGE,48000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,381xx,TN
5319,13500,13500, 60 months,8.81,279.0,A,A5,Foreman Mechanical Insulator,10+ years,RENT,20000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,201xx,VA
5320,40000,40000, 36 months,15.02,1387.01,C,C3,Quality Control,10+ years,RENT,33000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
5321,7100,7100, 36 months,6.46,217.48,A,A1,HR Manager,10+ years,MORTGAGE,74500.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,226xx,VA
5322,3500,3500, 36 months,11.31,115.11,B,B3,Deputy director ,4 years,MORTGAGE,75000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,454xx,OH
5323,16000,16000, 36 months,10.33,518.76,B,B1,parts salesman,7 years,RENT,40000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
5324,13825,13825, 36 months,20.89,520.08,D,D4,parts salesman,< 1 year,MORTGAGE,120000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,958xx,CA
5325,5000,5000, 36 months,12.98,168.43,B,B5,Manager ,3 years,MORTGAGE,120000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
5326,5000,4975, 36 months,8.81,158.56,A,A5,Accounting clerk,5 years,RENT,60000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
5327,10000,10000, 36 months,11.8,331.19,B,B4,Accounting clerk,< 1 year,MORTGAGE,80000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,934xx,CA
5328,5000,5000, 36 months,19.92,185.62,B,B4,Crane operator ,10+ years,RENT,80000.0,Source Verified,Dec-18,Current,other,Other,105xx,NY
5329,15000,15000, 36 months,8.81,475.68,A,A5,Hr manager,8 years,MORTGAGE,58000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,770xx,TX
5330,22000,22000, 60 months,10.33,471.02,B,B1,Security Officer 2,10+ years,MORTGAGE,129000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,925xx,CA
5331,22800,22800, 36 months,7.02,704.21,A,A2,Industry Economist,9 years,MORTGAGE,100794.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,303xx,GA
5332,20000,20000, 36 months,8.81,634.23,A,A2,Industry Economist,9 years,MORTGAGE,156000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,531xx,WI
5333,10000,10000, 36 months,15.02,346.76,C,C3,Maintenance Tech,1 year,MORTGAGE,48000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,919xx,CA
5334,24000,24000, 36 months,7.56,747.22,A,A3,Accounting Admistrator,10+ years,MORTGAGE,49500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
5335,4200,4200, 36 months,14.47,144.51,C,C2,Maint. Cashier ,3 years,RENT,86407.40846679515,Source Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,480xx,MI
5336,25000,25000, 36 months,11.31,822.15,B,B3,Recruiter,4 years,MORTGAGE,92000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,631xx,MO
5337,3900,3900, 36 months,8.81,123.68,A,A5,Warehouse lead,7 years,MORTGAGE,48000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,532xx,WI
5338,8000,8000, 36 months,15.02,277.41,C,C3,Sales VP,1 year,MORTGAGE,161000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,972xx,OR
5339,21000,21000, 36 months,11.8,695.5,B,B4,Supervisor ,10+ years,MORTGAGE,100000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,302xx,GA
5340,15000,15000, 36 months,6.46,459.47,A,A1,Supervisor ,< 1 year,OWN,49000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,283xx,NC
5341,5400,5400, 36 months,7.02,166.79,A,A1,Supervisor ,10+ years,MORTGAGE,25000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,737xx,OK
5342,40000,40000, 60 months,10.33,856.4,B,B1,CPA,7 years,MORTGAGE,120000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,029xx,RI
5343,12000,12000, 36 months,8.19,377.09,A,A4,CPA,< 1 year,OWN,250000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,881xx,NM
5344,12000,12000, 60 months,10.33,256.92,A,A4,Driver,4 years,MORTGAGE,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,374xx,TN
5345,18000,18000, 60 months,11.8,398.59,B,B4,Driver,< 1 year,OWN,33000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,326xx,FL
5346,20000,20000, 60 months,8.81,413.33,A,A5,Manager,10+ years,RENT,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,930xx,CA
5347,32000,32000, 36 months,11.8,1059.81,B,B4,certified court administrator,3 years,RENT,29000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,080xx,NJ
5348,14500,14500, 36 months,7.02,447.86,A,A2,Supply Coordinator,10+ years,OWN,63000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,770xx,TX
5349,12000,12000, 60 months,17.97,304.53,D,D1,Hostess,9 years,RENT,37000.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,200xx,DC
5350,15000,15000, 36 months,10.33,486.34,B,B1,Hostess,< 1 year,MORTGAGE,70000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,840xx,UT
5351,7200,7200, 36 months,8.81,228.33,B,B1,Administrative Assistant,5 years,RENT,58195.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,752xx,TX
5352,10000,10000, 60 months,22.35,278.19,D,D5,Manager,5 years,OWN,70000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
5353,10000,10000, 60 months,12.98,227.43,B,B5,Treasury Management Associate,4 years,RENT,54000.0,Verified,Dec-18,Current,moving,Moving and relocation,940xx,CA
5354,16000,16000, 60 months,14.47,376.21,C,C2,USN Contractor,10+ years,RENT,125000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,206xx,MD
5355,12000,12000, 36 months,7.56,373.61,A,A3,Lpn,6 years,MORTGAGE,52000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,199xx,DE
5356,20000,20000, 36 months,10.72,652.13,B,B2,Caregiver,< 1 year,RENT,30000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,026xx,MA
5357,15000,15000, 60 months,17.97,380.66,D,D1,Chemistry Process IV,10+ years,MORTGAGE,85000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,016xx,MA
5358,3500,3500, 36 months,8.81,110.99,A,A5,Corporal,10+ years,RENT,108000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,170xx,PA
5359,10700,10700, 36 months,19.92,397.22,D,D3,director,5 years,MORTGAGE,150000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,193xx,PA
5360,30000,30000, 60 months,10.33,642.3,B,B1,director,< 1 year,RENT,80000.0,Source Verified,Dec-18,Current,small_business,Business,950xx,CA
5361,10000,10000, 36 months,8.19,314.25,A,A4,Server ,10+ years,MORTGAGE,65000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,902xx,CA
5362,20000,20000, 36 months,7.02,617.73,A,A2,Marketing & Sales Manager,3 years,RENT,90000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,900xx,CA
5363,10000,10000, 36 months,16.91,356.08,C,C5,Regional Sales Manager ,1 year,RENT,200000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,902xx,CA
5364,5000,5000, 36 months,13.56,169.83,C,C1,Driver license examiner ,1 year,MORTGAGE,40000.0,Source Verified,Dec-18,Current,other,Other,562xx,MN
5365,20000,20000, 60 months,14.47,470.26,C,C2,Driver license examiner ,1 year,MORTGAGE,54000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
5366,20000,20000, 36 months,6.46,612.62,A,A1,Driver license examiner ,1 year,MORTGAGE,55000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,786xx,TX
5367,40000,40000, 60 months,10.33,856.4,B,B1,Emergency Communications Coordinator,10+ years,MORTGAGE,80000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,956xx,CA
5368,5000,5000, 36 months,10.33,162.12,B,B1,Cemetery Representative,3 years,RENT,60000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,372xx,TN
5369,1000,1000, 36 months,23.4,38.92,E,E1,Manager,5 years,RENT,36000.0,Not Verified,Dec-18,Current,other,Other,902xx,CA
5370,36000,36000, 36 months,6.46,1102.71,A,A1,Engineering Services Manager,10+ years,MORTGAGE,115000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,328xx,FL
5371,15000,15000, 60 months,11.8,332.16,B,B4,Machine operator ,10+ years,MORTGAGE,80000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,805xx,CO
5372,16000,16000, 60 months,11.8,354.3,B,B4,Teacher,10+ years,RENT,38000.0,Source Verified,Dec-18,Current,vacation,Vacation,113xx,NY
5373,5000,5000, 36 months,11.31,164.43,B,B3,Ramp Agent ,10+ years,OWN,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,197xx,DE
5374,10000,10000, 36 months,16.14,352.27,C,C4,Workforce Forecaster,4 years,MORTGAGE,72000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,786xx,TX
5375,25000,25000, 36 months,8.81,792.79,A,A5,UX Designer,< 1 year,RENT,65000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,947xx,CA
5376,13000,13000, 36 months,16.14,457.95,C,C4,Teacher,10+ years,RENT,80000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,551xx,MN
5377,12000,12000, 60 months,13.56,276.49,C,C1,route person,6 years,MORTGAGE,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,117xx,NY
5378,25000,25000, 60 months,11.8,553.59,B,B4,route person,6 years,OWN,24744.0,Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,128xx,NY
5379,15000,15000, 36 months,8.19,471.37,A,A4,route person,< 1 year,RENT,140000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,554xx,MN
5380,1000,1000, 36 months,27.27,40.98,E,E5,14P,5 years,MORTGAGE,30000.0,Verified,Dec-18,Current,other,Other,422xx,KY
5381,33600,33600, 60 months,10.72,725.87,B,B2,Unit Deployment Manager,10+ years,RENT,90000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,395xx,MS
5382,10000,10000, 60 months,13.56,230.41,C,C1,Radiology Supervisor,10+ years,MORTGAGE,108172.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,497xx,MI
5383,20000,20000, 60 months,17.97,507.55,D,D1,cook,10+ years,RENT,25000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,890xx,NV
5384,10000,9975, 36 months,12.98,336.85,B,B5,GM,10+ years,MORTGAGE,46000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,740xx,OK
5385,12000,12000, 36 months,7.02,370.64,A,A2,GM,< 1 year,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,282xx,NC
5386,8000,8000, 36 months,8.81,253.7,A,A5,Registered Nurse,3 years,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
5387,17000,17000, 60 months,11.8,376.44,B,B4,Supervisor,8 years,MORTGAGE,70000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,380xx,TN
5388,1500,1500, 36 months,14.47,51.61,C,C2,Supervisor,8 years,RENT,45000.0,Not Verified,Dec-18,Current,other,Other,891xx,NV
5389,10000,10000, 36 months,18.94,366.26,C,C2,Teacher,1 year,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,other,Other,327xx,FL
5390,30000,30000, 60 months,18.94,777.23,D,D2,ASSISTANT MOORING MASTER,10+ years,MORTGAGE,109000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,325xx,FL
5391,2000,2000, 36 months,16.91,71.22,C,C5,Mental Health Technician,1 year,OWN,30000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,958xx,CA
5392,10000,10000, 60 months,17.97,253.78,D,D1,owner,4 years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,334xx,FL
5393,6025,6025, 36 months,15.02,208.92,C,C3,security,4 years,RENT,84000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,016xx,MA
5394,30000,30000, 60 months,22.35,834.55,D,D5,Sales manager ,10+ years,RENT,97000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,333xx,FL
